Date,Close,Close-1,Close-2,Close-3,direction
2000/8/21,4011.01001,3958.209961,3953.149902,3930.340088,1
2000/8/22,4053.280029,4011.01001,3958.209961,3953.149902,1
2000/8/23,4042.679932,4053.280029,4011.01001,3958.209961,1
2000/8/24,4070.590088,4042.679932,4053.280029,4011.01001,1
2000/8/25,4082.169922,4070.590088,4042.679932,4053.280029,0
2000/8/28,4103.810059,4082.169922,4070.590088,4042.679932,1
2000/8/29,4206.350098,4103.810059,4082.169922,4070.590088,1
2000/8/30,4234.330078,4206.350098,4103.810059,4082.169922,1
2000/8/31,4143.180176,4234.330078,4206.350098,4103.810059,1
2000/9/1,4013.340088,4143.180176,4234.330078,4206.350098,1
2000/9/5,4098.350098,4013.340088,4143.180176,4234.330078,0
2000/9/6,3978.409912,4098.350098,4013.340088,4143.180176,0
2000/9/7,3896.350098,3978.409912,4098.350098,4013.340088,1
2000/9/8,3849.51001,3896.350098,3978.409912,4098.350098,0
2000/9/11,3893.889893,3849.51001,3896.350098,3978.409912,0
2000/9/12,3913.860107,3893.889893,3849.51001,3896.350098,0
2000/9/13,3835.22998,3913.860107,3893.889893,3849.51001,1
2000/9/14,3726.52002,3835.22998,3913.860107,3893.889893,1
2000/9/15,3865.639893,3726.52002,3835.22998,3913.860107,0
2000/9/18,3897.439941,3865.639893,3726.52002,3835.22998,0
2000/9/19,3828.870117,3897.439941,3865.639893,3726.52002,1
2000/9/20,3803.76001,3828.870117,3897.439941,3865.639893,1
2000/9/21,3741.219971,3803.76001,3828.870117,3897.439941,0
2000/9/22,3689.100098,3741.219971,3803.76001,3828.870117,0
2000/9/25,3656.300049,3689.100098,3741.219971,3803.76001,0
2000/9/26,3778.320068,3656.300049,3689.100098,3741.219971,0
2000/9/27,3672.820068,3778.320068,3656.300049,3689.100098,0
2000/9/28,3568.899902,3672.820068,3778.320068,3656.300049,1
2000/9/29,3455.830078,3568.899902,3672.820068,3778.320068,0
2000/10/2,3523.100098,3455.830078,3568.899902,3672.820068,0
2000/10/3,3472.100098,3523.100098,3455.830078,3568.899902,0
2000/10/4,3361.01001,3472.100098,3523.100098,3455.830078,1
2000/10/5,3355.560059,3361.01001,3472.100098,3523.100098,0
2000/10/6,3240.540039,3355.560059,3361.01001,3472.100098,0
2000/10/9,3168.48999,3240.540039,3355.560059,3361.01001,0
2000/10/10,3074.679932,3168.48999,3240.540039,3355.560059,0
2000/10/11,3316.77002,3074.679932,3168.48999,3240.540039,0
2000/10/12,3290.280029,3316.77002,3074.679932,3168.48999,0
2000/10/13,3213.959961,3290.280029,3316.77002,3074.679932,1
2000/10/16,3171.560059,3213.959961,3290.280029,3316.77002,0
2000/10/17,3418.600098,3171.560059,3213.959961,3290.280029,0
2000/10/18,3483.139893,3418.600098,3171.560059,3213.959961,0
2000/10/19,3468.689941,3483.139893,3418.600098,3171.560059,1
2000/10/20,3419.790039,3468.689941,3483.139893,3418.600098,1
2000/10/23,3229.570068,3419.790039,3468.689941,3483.139893,0
2000/10/24,3272.179932,3229.570068,3419.790039,3468.689941,0
2000/10/25,3278.360107,3272.179932,3229.570068,3419.790039,0
2000/10/26,3191.399902,3278.360107,3272.179932,3229.570068,1
2000/10/27,3369.629883,3191.399902,3278.360107,3272.179932,1
2000/10/30,3333.389893,3369.629883,3191.399902,3278.360107,0
2000/10/31,3429.02002,3333.389893,3369.629883,3191.399902,1
2000/11/1,3451.580078,3429.02002,3333.389893,3369.629883,0
2000/11/2,3416.209961,3451.580078,3429.02002,3333.389893,1
2000/11/3,3415.790039,3416.209961,3451.580078,3429.02002,1
2000/11/6,3231.699951,3415.790039,3416.209961,3451.580078,0
2000/11/7,3200.350098,3231.699951,3415.790039,3416.209961,0
2000/11/8,3028.98999,3200.350098,3231.699951,3415.790039,0
2000/11/9,2966.719971,3028.98999,3200.350098,3231.699951,0
2000/11/10,3138.27002,2966.719971,3028.98999,3200.350098,0
2000/11/13,3165.48999,3138.27002,2966.719971,3028.98999,0
2000/11/14,3031.879883,3165.48999,3138.27002,2966.719971,1
2000/11/15,3027.189941,3031.879883,3165.48999,3138.27002,1
2000/11/16,2875.639893,3027.189941,3031.879883,3165.48999,0
2000/11/17,2871.449951,2875.639893,3027.189941,3031.879883,0
2000/11/20,2755.340088,2871.449951,2875.639893,3027.189941,0
2000/11/21,2904.379883,2755.340088,2871.449951,2875.639893,0
2000/11/22,2880.48999,2904.379883,2755.340088,2871.449951,0
2000/11/24,2734.97998,2880.48999,2904.379883,2755.340088,1
2000/11/27,2706.929932,2734.97998,2880.48999,2904.379883,0
2000/11/28,2597.929932,2706.929932,2734.97998,2880.48999,0
2000/11/29,2645.290039,2597.929932,2706.929932,2734.97998,0
2000/11/30,2615.75,2645.290039,2597.929932,2706.929932,0
2000/12/1,2889.800049,2615.75,2645.290039,2597.929932,1
2000/12/4,2796.5,2889.800049,2615.75,2645.290039,0
2000/12/5,2752.659912,2796.5,2889.800049,2615.75,1
2000/12/6,2917.429932,2752.659912,2796.5,2889.800049,0
2000/12/7,3015.100098,2917.429932,2752.659912,2796.5,0
2000/12/8,2931.77002,3015.100098,2917.429932,2752.659912,1
2000/12/11,2822.77002,2931.77002,3015.100098,2917.429932,1
2000/12/12,2728.51001,2822.77002,2931.77002,3015.100098,0
2000/12/13,2653.27002,2728.51001,2822.77002,2931.77002,0
2000/12/14,2624.52002,2653.27002,2728.51001,2822.77002,0
2000/12/15,2511.709961,2624.52002,2653.27002,2728.51001,0
2000/12/18,2332.780029,2511.709961,2624.52002,2653.27002,0
2000/12/19,2340.120117,2332.780029,2511.709961,2624.52002,0
2000/12/20,2517.02002,2340.120117,2332.780029,2511.709961,0
2000/12/21,2493.52002,2517.02002,2340.120117,2332.780029,1
2000/12/22,2539.350098,2493.52002,2517.02002,2340.120117,1
2000/12/26,2557.76001,2539.350098,2493.52002,2517.02002,0
2000/12/27,2470.52002,2557.76001,2539.350098,2493.52002,1
2000/12/28,2291.860107,2470.52002,2557.76001,2539.350098,1
2000/12/29,2616.689941,2291.860107,2470.52002,2557.76001,0
2001/1/2,2566.830078,2616.689941,2291.860107,2470.52002,0
2001/1/3,2407.649902,2566.830078,2616.689941,2291.860107,1
2001/1/4,2395.919922,2407.649902,2566.830078,2616.689941,0
2001/1/5,2441.300049,2395.919922,2407.649902,2566.830078,0
2001/1/8,2524.179932,2441.300049,2395.919922,2407.649902,0
2001/1/9,2640.570068,2524.179932,2441.300049,2395.919922,1
2001/1/10,2626.5,2640.570068,2524.179932,2441.300049,1
2001/1/11,2618.550049,2626.5,2640.570068,2524.179932,1
2001/1/12,2682.780029,2618.550049,2626.5,2640.570068,0
2001/1/16,2768.48999,2682.780029,2618.550049,2626.5,0
2001/1/17,2770.379883,2768.48999,2682.780029,2618.550049,1
2001/1/18,2757.909912,2770.379883,2768.48999,2682.780029,1
2001/1/19,2840.389893,2757.909912,2770.379883,2768.48999,1
2001/1/22,2859.149902,2840.389893,2757.909912,2770.379883,0
2001/1/23,2754.280029,2859.149902,2840.389893,2757.909912,1
2001/1/24,2781.300049,2754.280029,2859.149902,2840.389893,1
2001/1/25,2838.340088,2781.300049,2754.280029,2859.149902,0
2001/1/26,2838.350098,2838.340088,2781.300049,2754.280029,1
2001/1/29,2772.72998,2838.350098,2838.340088,2781.300049,1
2001/1/30,2782.790039,2772.72998,2838.350098,2838.340088,1
2001/1/31,2660.5,2782.790039,2772.72998,2838.350098,0
2001/2/1,2643.209961,2660.5,2782.790039,2772.72998,1
2001/2/2,2664.48999,2643.209961,2660.5,2782.790039,0
2001/2/5,2607.820068,2664.48999,2643.209961,2660.5,0
2001/2/6,2562.060059,2607.820068,2664.48999,2643.209961,1
2001/2/7,2470.969971,2562.060059,2607.820068,2664.48999,0
2001/2/8,2489.659912,2470.969971,2562.060059,2607.820068,0
2001/2/9,2427.719971,2489.659912,2470.969971,2562.060059,0
2001/2/12,2491.399902,2427.719971,2489.659912,2470.969971,1
2001/2/13,2552.909912,2491.399902,2427.719971,2489.659912,0
2001/2/14,2425.379883,2552.909912,2491.399902,2427.719971,1
2001/2/15,2318.350098,2425.379883,2552.909912,2491.399902,1
2001/2/16,2268.939941,2318.350098,2425.379883,2552.909912,0
2001/2/20,2244.959961,2268.939941,2318.350098,2425.379883,0
2001/2/21,2262.51001,2244.959961,2268.939941,2318.350098,0
2001/2/22,2308.5,2262.51001,2244.959961,2268.939941,0
2001/2/23,2207.820068,2308.5,2262.51001,2244.959961,1
2001/2/26,2151.830078,2207.820068,2308.5,2262.51001,1
2001/2/27,2183.370117,2151.830078,2207.820068,2308.5,0
2001/2/28,2117.629883,2183.370117,2151.830078,2207.820068,0
2001/3/1,2142.919922,2117.629883,2183.370117,2151.830078,1
2001/3/2,2204.429932,2142.919922,2117.629883,2183.370117,0
2001/3/5,2223.919922,2204.429932,2142.919922,2117.629883,1
2001/3/6,2168.72998,2223.919922,2204.429932,2142.919922,1
2001/3/7,2052.780029,2168.72998,2223.919922,2204.429932,1
2001/3/8,1923.380005,2052.780029,2168.72998,2223.919922,0
2001/3/9,2014.780029,1923.380005,2052.780029,2168.72998,0
2001/3/12,1972.089966,2014.780029,1923.380005,2052.780029,0
2001/3/13,1940.709961,1972.089966,2014.780029,1923.380005,1
2001/3/14,1890.910034,1940.709961,1972.089966,2014.780029,0
2001/3/15,1951.180054,1890.910034,1940.709961,1972.089966,0
2001/3/16,1857.439941,1951.180054,1890.910034,1940.709961,0
2001/3/19,1830.22998,1857.439941,1951.180054,1890.910034,1
2001/3/20,1897.699951,1830.22998,1857.439941,1951.180054,0
2001/3/21,1928.680054,1897.699951,1830.22998,1857.439941,0
2001/3/22,1918.48999,1928.680054,1897.699951,1830.22998,1
2001/3/23,1972.22998,1918.48999,1928.680054,1897.699951,1
2001/3/26,1854.130005,1972.22998,1918.48999,1928.680054,0
2001/3/27,1820.569946,1854.130005,1972.22998,1918.48999,1
2001/3/28,1840.26001,1820.569946,1854.130005,1972.22998,0
2001/3/29,1782.969971,1840.26001,1820.569946,1854.130005,0
2001/3/30,1673,1782.969971,1840.26001,1820.569946,1
2001/4/2,1638.800049,1673,1782.969971,1840.26001,0
2001/4/3,1785,1638.800049,1673,1782.969971,0
2001/4/4,1720.359985,1785,1638.800049,1673,0
2001/4/5,1745.709961,1720.359985,1785,1638.800049,1
2001/4/6,1852.030029,1745.709961,1720.359985,1785,0
2001/4/9,1898.949951,1852.030029,1745.709961,1720.359985,1
2001/4/10,1961.430054,1898.949951,1852.030029,1745.709961,1
2001/4/11,1909.569946,1961.430054,1898.949951,1852.030029,1
2001/4/12,1923.219971,1909.569946,1961.430054,1898.949951,1
2001/4/16,2079.439941,1923.219971,1909.569946,1961.430054,0
2001/4/17,2182.139893,2079.439941,1923.219971,1909.569946,1
2001/4/18,2163.409912,2182.139893,2079.439941,1923.219971,1
2001/4/19,2059.320068,2163.409912,2182.139893,2079.439941,1
2001/4/20,2016.609985,2059.320068,2163.409912,2182.139893,0
2001/4/23,2059.800049,2016.609985,2059.320068,2163.409912,0
2001/4/24,2034.880005,2059.800049,2016.609985,2059.320068,0
2001/4/25,2075.679932,2034.880005,2059.800049,2016.609985,1
2001/4/26,2116.23999,2075.679932,2034.880005,2059.800049,0
2001/4/27,2168.23999,2116.23999,2075.679932,2034.880005,1
2001/4/30,2220.600098,2168.23999,2116.23999,2075.679932,1
2001/5/1,2146.199951,2220.600098,2168.23999,2116.23999,1
2001/5/2,2191.530029,2146.199951,2220.600098,2168.23999,1
2001/5/3,2173.570068,2191.530029,2146.199951,2220.600098,0
2001/5/4,2198.77002,2173.570068,2191.530029,2146.199951,1
2001/5/7,2156.629883,2198.77002,2173.570068,2191.530029,0
2001/5/8,2128.860107,2156.629883,2198.77002,2173.570068,1
2001/5/9,2107.429932,2128.860107,2156.629883,2198.77002,0
2001/5/10,2081.919922,2107.429932,2128.860107,2156.629883,0
2001/5/11,2085.580078,2081.919922,2107.429932,2128.860107,0
2001/5/14,2166.439941,2085.580078,2081.919922,2107.429932,0
2001/5/15,2193.679932,2166.439941,2085.580078,2081.919922,1
2001/5/16,2198.879883,2193.679932,2166.439941,2085.580078,1
2001/5/17,2305.590088,2198.879883,2193.679932,2166.439941,1
2001/5/18,2313.850098,2305.590088,2198.879883,2193.679932,1
2001/5/21,2243.47998,2313.850098,2305.590088,2198.879883,1
2001/5/22,2282.02002,2243.47998,2313.850098,2305.590088,1
2001/5/23,2251.030029,2282.02002,2243.47998,2313.850098,0
2001/5/24,2175.540039,2251.030029,2282.02002,2243.47998,1
2001/5/25,2084.5,2175.540039,2251.030029,2282.02002,0
2001/5/29,2110.48999,2084.5,2175.540039,2251.030029,0
2001/5/30,2149.439941,2110.48999,2084.5,2175.540039,0
2001/5/31,2155.929932,2149.439941,2110.48999,2084.5,1
2001/6/1,2233.659912,2155.929932,2149.439941,2110.48999,1
2001/6/4,2217.72998,2233.659912,2155.929932,2149.439941,1
2001/6/5,2264,2217.72998,2233.659912,2155.929932,1
2001/6/6,2215.100098,2264,2217.72998,2233.659912,0
2001/6/7,2170.780029,2215.100098,2264,2217.72998,1
2001/6/8,2169.949951,2170.780029,2215.100098,2264,0
2001/6/11,2121.659912,2169.949951,2170.780029,2215.100098,0
2001/6/12,2044.069946,2121.659912,2169.949951,2170.780029,0
2001/6/13,2028.430054,2044.069946,2121.659912,2169.949951,0
2001/6/14,1988.630005,2028.430054,2044.069946,2121.659912,0
2001/6/15,1992.660034,1988.630005,2028.430054,2044.069946,0
2001/6/18,2031.23999,1992.660034,1988.630005,2028.430054,0
2001/6/19,2058.76001,2031.23999,1992.660034,1988.630005,1
2001/6/20,2034.839966,2058.76001,2031.23999,1992.660034,1
2001/6/21,2050.870117,2034.839966,2058.76001,2031.23999,1
2001/6/22,2064.620117,2050.870117,2034.839966,2058.76001,0
2001/6/25,2074.73999,2064.620117,2050.870117,2034.839966,1
2001/6/26,2125.459961,2074.73999,2064.620117,2050.870117,1
2001/6/27,2160.540039,2125.459961,2074.73999,2064.620117,1
2001/6/28,2148.719971,2160.540039,2125.459961,2074.73999,1
2001/6/29,2140.800049,2148.719971,2160.540039,2125.459961,1
2001/7/2,2080.110107,2140.800049,2148.719971,2160.540039,0
2001/7/3,2004.160034,2080.110107,2140.800049,2148.719971,0
2001/7/5,2026.709961,2004.160034,2080.110107,2140.800049,0
2001/7/6,1962.790039,2026.709961,2004.160034,2080.110107,0
2001/7/9,1972.040039,1962.790039,2026.709961,2004.160034,1
2001/7/10,2075.73999,1972.040039,1962.790039,2026.709961,0
2001/7/11,2084.790039,2075.73999,1972.040039,1962.790039,1
2001/7/12,2029.119995,2084.790039,2075.73999,1972.040039,1
2001/7/13,2067.320068,2029.119995,2084.790039,2075.73999,1
2001/7/16,2016.170044,2067.320068,2029.119995,2084.790039,0
2001/7/17,2046.589966,2016.170044,2067.320068,2029.119995,1
2001/7/18,2029.369995,2046.589966,2016.170044,2067.320068,0
2001/7/19,1988.560059,2029.369995,2046.589966,2016.170044,1
2001/7/20,1959.23999,1988.560059,2029.369995,2046.589966,0
2001/7/23,1984.319946,1959.23999,1988.560059,2029.369995,0
2001/7/24,2022.959961,1984.319946,1959.23999,1988.560059,0
2001/7/25,2029.069946,2022.959961,1984.319946,1959.23999,1
2001/7/26,2017.839966,2029.069946,2022.959961,1984.319946,1
2001/7/27,2027.130005,2017.839966,2029.069946,2022.959961,1
2001/7/30,2068.379883,2027.130005,2017.839966,2029.069946,0
2001/7/31,2087.379883,2068.379883,2027.130005,2017.839966,1
2001/8/1,2066.330078,2087.379883,2068.379883,2027.130005,1
2001/8/2,2034.26001,2066.330078,2087.379883,2068.379883,1
2001/8/3,2027.790039,2034.26001,2066.330078,2087.379883,0
2001/8/6,1966.359985,2027.790039,2034.26001,2066.330078,0
2001/8/7,1963.319946,1966.359985,2027.790039,2034.26001,0
2001/8/8,1956.469971,1963.319946,1966.359985,2027.790039,0
2001/8/9,1982.25,1956.469971,1963.319946,1966.359985,0
2001/8/10,1964.530029,1982.25,1956.469971,1963.319946,0
2001/8/13,1918.890015,1964.530029,1982.25,1956.469971,1
2001/8/14,1930.319946,1918.890015,1964.530029,1982.25,0
2001/8/15,1867.01001,1930.319946,1918.890015,1964.530029,0
2001/8/16,1881.349976,1867.01001,1930.319946,1918.890015,1
2001/8/17,1831.300049,1881.349976,1867.01001,1930.319946,0
2001/8/20,1860.01001,1831.300049,1881.349976,1867.01001,1
2001/8/21,1842.969971,1860.01001,1831.300049,1881.349976,0
2001/8/22,1916.800049,1842.969971,1860.01001,1831.300049,1
2001/8/23,1912.410034,1916.800049,1842.969971,1860.01001,0
2001/8/24,1864.97998,1912.410034,1916.800049,1842.969971,1
2001/8/27,1843.170044,1864.97998,1912.410034,1916.800049,0
2001/8/28,1791.680054,1843.170044,1864.97998,1912.410034,0
2001/8/29,1805.430054,1791.680054,1843.170044,1864.97998,0
2001/8/30,1770.780029,1805.430054,1791.680054,1843.170044,0
2001/8/31,1759.01001,1770.780029,1805.430054,1791.680054,1
2001/9/4,1705.640015,1759.01001,1770.780029,1805.430054,0
2001/9/5,1687.699951,1705.640015,1759.01001,1770.780029,0
2001/9/6,1695.380005,1687.699951,1705.640015,1759.01001,0
2001/9/7,1579.550049,1695.380005,1687.699951,1705.640015,0
2001/9/10,1555.079956,1579.550049,1695.380005,1687.699951,1
2001/9/17,1527.800049,1555.079956,1579.550049,1695.380005,0
