Date,Close,Close-1,Close-2,Close-3,direction
2000/1/4,3727.129883,3877.540039,3901.689941,4131.149902,0
2000/1/5,3882.620117,3727.129883,3877.540039,3901.689941,0
2000/1/6,4049.669922,3882.620117,3727.129883,3877.540039,0
2000/1/7,3921.189941,4049.669922,3882.620117,3727.129883,1
2000/1/10,3850.02002,3921.189941,4049.669922,3882.620117,1
2000/1/11,3957.209961,3850.02002,3921.189941,4049.669922,0
2000/1/12,4064.27002,3957.209961,3850.02002,3921.189941,0
2000/1/13,4130.810059,4064.27002,3957.209961,3850.02002,1
2000/1/14,4151.290039,4130.810059,4064.27002,3957.209961,1
2000/1/18,4189.509766,4151.290039,4130.810059,4064.27002,1
2000/1/19,4235.399902,4189.509766,4151.290039,4130.810059,1
2000/1/20,4096.080078,4235.399902,4189.509766,4151.290039,1
2000/1/21,4167.410156,4096.080078,4235.399902,4189.509766,1
2000/1/24,4069.909912,4167.410156,4096.080078,4235.399902,0
2000/1/25,4039.560059,4069.909912,4167.410156,4096.080078,1
2000/1/26,3887.070068,4039.560059,4069.909912,4167.410156,0
2000/1/27,3940.350098,3887.070068,4039.560059,4069.909912,0
2000/1/28,4051.97998,3940.350098,3887.070068,4039.560059,0
2000/1/31,4073.959961,4051.97998,3940.350098,3887.070068,1
2000/2/1,4210.97998,4073.959961,4051.97998,3940.350098,1
2000/2/2,4244.140137,4210.97998,4073.959961,4051.97998,1
2000/2/3,4321.77002,4244.140137,4210.97998,4073.959961,1
2000/2/4,4427.5,4321.77002,4244.140137,4210.97998,1
2000/2/7,4363.240234,4427.5,4321.77002,4244.140137,1
2000/2/8,4485.629883,4363.240234,4427.5,4321.77002,1
2000/2/9,4395.450195,4485.629883,4363.240234,4427.5,0
2000/2/10,4418.549805,4395.450195,4485.629883,4363.240234,1
2000/2/11,4420.77002,4418.549805,4395.450195,4485.629883,0
2000/2/14,4427.649902,4420.77002,4418.549805,4395.450195,1
2000/2/15,4548.919922,4427.649902,4420.77002,4418.549805,1
2000/2/16,4411.740234,4548.919922,4427.649902,4420.77002,1
2000/2/17,4382.120117,4411.740234,4548.919922,4427.649902,1
2000/2/18,4550.330078,4382.120117,4411.740234,4548.919922,0
2000/2/22,4617.649902,4550.330078,4382.120117,4411.740234,0
2000/2/23,4590.5,4617.649902,4550.330078,4382.120117,1
2000/2/24,4577.850098,4590.5,4617.649902,4550.330078,1
2000/2/25,4696.689941,4577.850098,4590.5,4617.649902,0
2000/2/28,4784.080078,4696.689941,4577.850098,4590.5,0
2000/2/29,4754.509766,4784.080078,4696.689941,4577.850098,1
2000/3/1,4914.790039,4754.509766,4784.080078,4696.689941,1
2000/3/2,4904.850098,4914.790039,4754.509766,4784.080078,0
2000/3/3,4847.839844,4904.850098,4914.790039,4754.509766,1
2000/3/6,4897.259766,4847.839844,4904.850098,4914.790039,0
2000/3/7,5046.859863,4897.259766,4847.839844,4904.850098,0
2000/3/8,5048.620117,5046.859863,4897.259766,4847.839844,1
2000/3/9,4907.240234,5048.620117,5046.859863,4897.259766,1
2000/3/10,4706.629883,4907.240234,5048.620117,5046.859863,1
2000/3/13,4582.620117,4706.629883,4907.240234,5048.620117,0
2000/3/14,4717.390137,4582.620117,4706.629883,4907.240234,0
2000/3/15,4798.129883,4717.390137,4582.620117,4706.629883,0
2000/3/16,4610,4798.129883,4717.390137,4582.620117,1
2000/3/17,4711.680176,4610,4798.129883,4717.390137,1
2000/3/20,4864.75,4711.680176,4610,4798.129883,0
2000/3/21,4940.609863,4864.75,4711.680176,4610,1
2000/3/22,4963.029785,4940.609863,4864.75,4711.680176,1
2000/3/23,4958.560059,4963.029785,4940.609863,4864.75,1
2000/3/24,4833.890137,4958.560059,4963.029785,4940.609863,1
2000/3/27,4644.669922,4833.890137,4958.560059,4963.029785,0
2000/3/28,4457.890137,4644.669922,4833.890137,4958.560059,0
2000/3/29,4572.830078,4457.890137,4644.669922,4833.890137,0
2000/3/30,4223.680176,4572.830078,4457.890137,4644.669922,0
2000/3/31,4148.890137,4223.680176,4572.830078,4457.890137,1
2000/4/3,4169.220215,4148.890137,4223.680176,4572.830078,0
2000/4/4,4267.560059,4169.220215,4148.890137,4223.680176,0
2000/4/5,4446.450195,4267.560059,4169.220215,4148.890137,1
2000/4/6,4188.200195,4446.450195,4267.560059,4169.220215,1
2000/4/7,4055.899902,4188.200195,4446.450195,4267.560059,1
2000/4/10,3769.629883,4055.899902,4188.200195,4446.450195,0
2000/4/11,3676.780029,3769.629883,4055.899902,4188.200195,0
2000/4/12,3321.290039,3676.780029,3769.629883,4055.899902,0
2000/4/13,3539.159912,3321.290039,3676.780029,3769.629883,0
2000/4/14,3793.570068,3539.159912,3321.290039,3676.780029,0
2000/4/17,3706.409912,3793.570068,3539.159912,3321.290039,1
2000/4/18,3643.879883,3706.409912,3793.570068,3539.159912,1
2000/4/19,3482.47998,3643.879883,3706.409912,3793.570068,0
2000/4/20,3711.22998,3482.47998,3643.879883,3706.409912,0
2000/4/24,3630.090088,3711.22998,3482.47998,3643.879883,0
2000/4/25,3774.030029,3630.090088,3711.22998,3482.47998,1
2000/4/26,3860.659912,3774.030029,3630.090088,3711.22998,0
2000/4/27,3958.080078,3860.659912,3774.030029,3630.090088,1
2000/4/28,3785.449951,3958.080078,3860.659912,3774.030029,1
2000/5/1,3707.310059,3785.449951,3958.080078,3860.659912,1
2000/5/2,3720.23999,3707.310059,3785.449951,3958.080078,0
2000/5/3,3816.820068,3720.23999,3707.310059,3785.449951,0
2000/5/4,3669.379883,3816.820068,3720.23999,3707.310059,1
2000/5/5,3585.01001,3669.379883,3816.820068,3720.23999,1
2000/5/8,3384.72998,3585.01001,3669.379883,3816.820068,0
2000/5/9,3499.580078,3384.72998,3585.01001,3669.379883,0
2000/5/10,3529.060059,3499.580078,3384.72998,3585.01001,0
2000/5/11,3607.649902,3529.060059,3499.580078,3384.72998,1
2000/5/12,3717.570068,3607.649902,3529.060059,3499.580078,1
2000/5/15,3644.959961,3717.570068,3607.649902,3529.060059,1
2000/5/16,3538.709961,3644.959961,3717.570068,3607.649902,1
2000/5/17,3390.399902,3538.709961,3644.959961,3717.570068,0
2000/5/18,3364.209961,3390.399902,3538.709961,3644.959961,0
2000/5/19,3164.550049,3364.209961,3390.399902,3538.709961,0
2000/5/22,3270.610107,3164.550049,3364.209961,3390.399902,0
2000/5/23,3205.350098,3270.610107,3164.550049,3364.209961,0
2000/5/24,3205.110107,3205.350098,3270.610107,3164.550049,1
2000/5/25,3459.47998,3205.110107,3205.350098,3270.610107,0
2000/5/26,3400.909912,3459.47998,3205.110107,3205.350098,0
2000/5/30,3582.5,3400.909912,3459.47998,3205.110107,1
2000/5/31,3813.379883,3582.5,3400.909912,3459.47998,0
2000/6/1,3821.76001,3813.379883,3582.5,3400.909912,1
2000/6/2,3756.370117,3821.76001,3813.379883,3582.5,1
2000/6/5,3839.26001,3756.370117,3821.76001,3813.379883,1
2000/6/6,3825.560059,3839.26001,3756.370117,3821.76001,0
2000/6/7,3874.840088,3825.560059,3839.26001,3756.370117,1
2000/6/8,3767.909912,3874.840088,3825.560059,3839.26001,0
2000/6/9,3851.060059,3767.909912,3874.840088,3825.560059,1
2000/6/12,3797.409912,3851.060059,3767.909912,3874.840088,0
2000/6/13,3845.73999,3797.409912,3851.060059,3767.909912,1
2000/6/14,3860.560059,3845.73999,3797.409912,3851.060059,0
2000/6/15,3989.830078,3860.560059,3845.73999,3797.409912,1
2000/6/16,4013.360107,3989.830078,3860.560059,3845.73999,1
2000/6/19,4064.01001,4013.360107,3989.830078,3860.560059,1
2000/6/20,3936.840088,4064.01001,4013.360107,3989.830078,1
2000/6/21,3845.340088,3936.840088,4064.01001,4013.360107,1
2000/6/22,3912.120117,3845.340088,3936.840088,4064.01001,0
2000/6/23,3858.959961,3912.120117,3845.340088,3936.840088,0
2000/6/26,3940.340088,3858.959961,3912.120117,3845.340088,1
2000/6/27,3877.22998,3940.340088,3858.959961,3912.120117,0
2000/6/28,3966.110107,3877.22998,3940.340088,3858.959961,1
2000/6/29,3991.929932,3966.110107,3877.22998,3940.340088,0
2000/6/30,3863.100098,3991.929932,3966.110107,3877.22998,1
2000/7/3,3960.570068,3863.100098,3991.929932,3966.110107,1
2000/7/5,4023.199951,3960.570068,3863.100098,3991.929932,0
2000/7/6,3980.290039,4023.199951,3960.570068,3863.100098,1
2000/7/7,3956.419922,3980.290039,4023.199951,3960.570068,1
2000/7/10,4099.589844,3956.419922,3980.290039,4023.199951,0
2000/7/11,4174.859863,4099.589844,3956.419922,3980.290039,0
2000/7/12,4246.180176,4174.859863,4099.589844,3956.419922,1
2000/7/13,4274.669922,4246.180176,4174.859863,4099.589844,1
2000/7/14,4177.169922,4274.669922,4246.180176,4174.859863,1
2000/7/17,4055.629883,4177.169922,4274.669922,4246.180176,1
2000/7/18,4184.560059,4055.629883,4177.169922,4274.669922,0
2000/7/19,4094.449951,4184.560059,4055.629883,4177.169922,0
2000/7/20,3981.570068,4094.449951,4184.560059,4055.629883,1
2000/7/21,4029.570068,3981.570068,4094.449951,4184.560059,0
2000/7/24,3987.719971,4029.570068,3981.570068,4094.449951,0
2000/7/25,3842.22998,3987.719971,4029.570068,3981.570068,1
2000/7/26,3663,3842.22998,3987.719971,4029.570068,0
2000/7/27,3766.98999,3663,3842.22998,3987.719971,0
2000/7/28,3685.52002,3766.98999,3663,3842.22998,0
2000/7/31,3658.459961,3685.52002,3766.98999,3663,1
2000/8/1,3759.879883,3658.459961,3685.52002,3766.98999,0
2000/8/2,3787.360107,3759.879883,3658.459961,3685.52002,0
2000/8/3,3862.98999,3787.360107,3759.879883,3658.459961,1
2000/8/4,3848.550049,3862.98999,3787.360107,3759.879883,1
2000/8/7,3853.5,3848.550049,3862.98999,3787.360107,1
2000/8/8,3759.98999,3853.5,3848.550049,3862.98999,0
2000/8/9,3789.469971,3759.98999,3853.5,3848.550049,1
2000/8/10,3849.689941,3789.469971,3759.98999,3853.5,0
2000/8/11,3851.659912,3849.689941,3789.469971,3759.98999,1
2000/8/14,3861.199951,3851.659912,3849.689941,3789.469971,1
2000/8/15,3940.870117,3861.199951,3851.659912,3849.689941,1
2000/8/16,3930.340088,3940.870117,3861.199951,3851.659912,1
2000/8/17,3953.149902,3930.340088,3940.870117,3861.199951,1
2000/8/18,3958.209961,3953.149902,3930.340088,3940.870117,0
